policy_state,policy_csl,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,auto_make,auto_model,fraud_reported
IN,500/1000,MALE,High School,transport-moving,basketball,unmarried,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,3282 4th Lane,3,NO,0,3,NO,Volkswagen,Jetta,N
OH,100/300,MALE,Associate,armed-forces,basketball,wife,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,3227 Maple Ave,1,YES,0,1,NO,Accura,RSX,N
IL,500/1000,MALE,Masters,handlers-cleaners,chess,not-in-family,Vehicle Theft,Front Collision,Minor Damage,Police,SC,Hillsdale,4264 Lincoln Ridge,1,YES,2,2,YES,Dodge,RAM,Y
IL,100/300,FEMALE,High School,tech-support,camping,unmarried,Parked Car,Rear Collision,Trivial Damage,Police,NC,Springfield,2215 Best Ave,1,YES,2,2,NO,Honda,CRV,N
IL,100/300,FEMALE,JD,sales,hiking,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,5363 Weaver Lane,3,YES,1,2,YES,Saab,95,N
IL,100/300,MALE,Masters,transport-moving,board-games,wife,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,2397 Cherokee Ave,1,YES,2,1,NO,Volkswagen,Jetta,Y
IN,500/1000,MALE,College,other-service,sleeping,own-child,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,Arlington,9794 Embaracadero St,1,NO,2,3,YES,Ford,F150,N
IL,500/1000,MALE,PhD,craft-repair,polo,own-child,Vehicle Theft,Rear Collision,Minor Damage,Police,NC,Northbrook,1810 Elm Hwy,1,NO,0,2,YES,Accura,TL,N
IL,100/300,FEMALE,College,exec-managerial,yachting,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,9603 Texas Lane,3,NO,2,1,NO,Saab,95,Y
IN,100/300,FEMALE,PhD,craft-repair,movies,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,5650 Sky Drive,3,NO,1,0,NO,Toyota,Camry,N
IN,500/1000,MALE,Masters,farming-fishing,bungie-jumping,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,9633 MLK Lane,3,YES,1,1,YES,Chevrolet,Malibu,N
OH,250/500,MALE,MD,protective-serv,chess,wife,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,4981 Flute Hwy,1,NO,0,0,NO,Ford,Escape,Y
IN,100/300,FEMALE,College,adm-clerical,dancing,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,9078 Francis Ridge,1,NO,1,3,NO,Ford,Fusion,N
IN,500/1000,FEMALE,Associate,other-service,hiking,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,1381 Francis Ave,1,YES,0,0,NO,Dodge,RAM,N
IN,500/1000,FEMALE,JD,protective-serv,hiking,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,6435 Texas Ave,4,NO,2,3,YES,Jeep,Grand Cherokee,N
OH,100/300,FEMALE,PhD,exec-managerial,exercise,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,1248 MLK Ridge,1,NO,2,2,YES,Saab,92x,N
IN,100/300,FEMALE,High School,exec-managerial,dancing,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,3323 1st Lane,1,NO,2,0,YES,Toyota,Highlander,N
IN,100/300,MALE,High School,craft-repair,movies,wife,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,3,NO,1,2,NO,Ford,Fusion,Y
IN,250/500,MALE,JD,machine-op-inspct,camping,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,3,YES,1,1,NO,Chevrolet,Malibu,N
IL,250/500,MALE,College,craft-repair,camping,own-child,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,9007 Francis Hwy,1,NO,1,3,YES,BMW,3 Series,N
OH,100/300,MALE,JD,prof-specialty,movies,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,1491 Francis Ridge,3,NO,0,1,NO,Volkswagen,Jetta,N
OH,250/500,FEMALE,JD,adm-clerical,paintball,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,3659 Oak Lane,3,NO,0,2,YES,Jeep,Wrangler,N
OH,500/1000,FEMALE,Masters,other-service,paintball,wife,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,4176 Britain Hwy,3,NO,2,3,NO,Dodge,RAM,N
OH,250/500,MALE,JD,farming-fishing,board-games,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,5189 Francis Drive,1,NO,0,2,YES,Mercedes,ML350,Y
OH,100/300,MALE,JD,tech-support,chess,wife,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,6515 Oak Lane,1,NO,1,0,NO,Chevrolet,Silverado,Y
IN,100/300,MALE,PhD,other-service,skydiving,husband,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,7168 Andromedia Ridge,1,YES,0,2,NO,Audi,A3,N
OH,100/300,MALE,MD,other-service,dancing,wife,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,7954 Tree Ridge,1,NO,2,2,NO,BMW,M5,N
OH,500/1000,MALE,High School,transport-moving,board-games,not-in-family,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,1956 Apache St,3,YES,2,1,NO,Saab,93,Y
IN,250/500,MALE,PhD,machine-op-inspct,polo,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,9918 Andromedia Drive,2,YES,1,3,YES,Toyota,Highlander,N
OH,500/1000,MALE,PhD,machine-op-inspct,camping,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,5499 Flute Ridge,1,NO,2,3,NO,Honda,Civic,Y
IL,500/1000,MALE,High School,sales,base-jumping,own-child,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,3311 2nd Drive,1,NO,2,0,YES,Ford,Fusion,N
IL,250/500,MALE,Associate,protective-serv,movies,husband,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,7609 Rock St,4,YES,2,0,NO,Audi,A5,N
OH,500/1000,FEMALE,JD,farming-fishing,movies,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,4652 Flute Drive,2,YES,2,1,NO,Ford,Fusion,N
OH,250/500,MALE,Masters,protective-serv,polo,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,6853 Sky Hwy,3,NO,0,1,NO,Toyota,Corolla,N
IL,100/300,FEMALE,High School,priv-house-serv,exercise,wife,Parked Car,Rear Collision,Trivial Damage,Police,WV,Arlington,7780 Flute Lane,1,NO,1,2,NO,Nissan,Pathfinder,N
IL,500/1000,MALE,MD,machine-op-inspct,yachting,wife,Vehicle Theft,Rear Collision,Minor Damage,None,OH,Springfield,1687 3rd Lane,1,NO,1,3,NO,Chevrolet,Malibu,N
IN,100/300,MALE,College,sales,yachting,own-child,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,Springfield,6378 Britain Ave,1,YES,1,3,YES,Volkswagen,Jetta,N
IL,250/500,FEMALE,JD,exec-managerial,yachting,not-in-family,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,1306 Andromedia St,2,NO,1,2,NO,Chevrolet,Tahoe,Y
IN,250/500,MALE,Masters,other-service,skydiving,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,3664 Francis Ridge,1,NO,2,3,NO,Mercedes,ML350,N
IL,500/1000,FEMALE,Associate,priv-house-serv,hiking,husband,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,5985 Lincoln Lane,2,NO,2,3,YES,Saab,93,N
OH,100/300,FEMALE,College,handlers-cleaners,chess,husband,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,3706 4th Hwy,3,NO,2,1,YES,Ford,Escape,N
IL,500/1000,FEMALE,Associate,armed-forces,yachting,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,6603 Francis Hwy,1,NO,2,1,NO,Honda,CRV,Y
IN,100/300,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,7069 4th Hwy,1,NO,2,0,NO,Chevrolet,Tahoe,N
IN,500/1000,FEMALE,JD,craft-repair,polo,wife,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,5093 Flute Lane,1,YES,1,1,NO,Toyota,Highlander,Y
OH,250/500,MALE,High School,sales,sleeping,wife,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,5894 Flute Drive,3,NO,2,1,YES,Mercedes,ML350,N
IN,100/300,MALE,JD,farming-fishing,exercise,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,8459 Apache Ave,1,YES,1,2,YES,Ford,Escape,N
IL,100/300,FEMALE,College,prof-specialty,golf,other-relative,Parked Car,Rear Collision,Trivial Damage,Police,WV,Columbus,7447 Lincoln Ridge,1,NO,2,0,NO,Dodge,RAM,N
IL,100/300,FEMALE,JD,priv-house-serv,chess,unmarried,Parked Car,Rear Collision,Trivial Damage,Police,PA,Springfield,1821 Andromedia Ridge,1,NO,2,1,NO,Mercedes,E400,Y
IL,250/500,FEMALE,High School,sales,camping,other-relative,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,6859 Flute Ridge,3,NO,1,3,YES,Saab,92x,N
OH,250/500,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,4175 Elm Ridge,3,NO,1,3,NO,Saab,93,N
OH,250/500,MALE,High School,exec-managerial,cross-fit,other-relative,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,5007 Oak St,1,NO,1,2,NO,Nissan,Pathfinder,Y
IN,100/300,MALE,Masters,machine-op-inspct,bungie-jumping,wife,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,5790 Flute Ridge,1,NO,2,0,NO,Ford,Escape,N
IL,250/500,MALE,JD,sales,chess,own-child,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8704 Britain Lane,1,NO,2,1,NO,Volkswagen,Jetta,Y
IN,250/500,FEMALE,Masters,adm-clerical,video-games,own-child,Vehicle Theft,Front Collision,Trivial Damage,Police,WV,Columbus,7816 MLK Lane,1,NO,2,3,NO,Toyota,Camry,N
OH,100/300,MALE,JD,armed-forces,movies,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,3618 Maple Lane,2,NO,0,1,YES,Toyota,Highlander,N
OH,100/300,MALE,High School,machine-op-inspct,reading,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,7705 Lincoln Drive,1,NO,1,0,NO,Accura,MDX,N
OH,500/1000,FEMALE,Associate,priv-house-serv,golf,own-child,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,8602 Washington Ridge,1,NO,0,3,NO,Audi,A3,N
IN,250/500,FEMALE,Masters,exec-managerial,reading,wife,Parked Car,Rear Collision,Minor Damage,Police,NY,Springfield,2832 Andromedia Lane,1,YES,0,0,NO,Accura,RSX,N
OH,100/300,FEMALE,MD,adm-clerical,polo,wife,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,9760 4th Hwy,4,NO,2,1,NO,Volkswagen,Jetta,N
IL,250/500,MALE,Masters,priv-house-serv,dancing,wife,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2509 Rock Drive,1,NO,2,0,YES,Dodge,Neon,N
IN,100/300,MALE,Masters,machine-op-inspct,kayaking,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,2063 Weaver St,3,NO,1,0,NO,Toyota,Corolla,N
IL,250/500,MALE,MD,exec-managerial,kayaking,unmarried,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,3818 Texas Ridge,3,NO,2,1,NO,Chevrolet,Tahoe,N
IL,250/500,FEMALE,Associate,adm-clerical,chess,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3929 Elm Ave,1,NO,1,2,YES,BMW,X5,N
IN,250/500,MALE,High School,handlers-cleaners,board-games,not-in-family,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,9911 Britain Lane,3,NO,0,2,YES,Volkswagen,Passat,N
IL,100/300,MALE,MD,sales,yachting,wife,Parked Car,Rear Collision,Minor Damage,Police,NY,Northbend,3246 Britain Ridge,1,NO,0,1,NO,Toyota,Camry,N
IL,250/500,MALE,High School,tech-support,paintball,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,2696 Cherokee Ridge,3,NO,1,0,NO,Nissan,Pathfinder,N
IN,500/1000,FEMALE,JD,transport-moving,board-games,unmarried,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,5249 4th Ave,2,NO,2,2,NO,Nissan,Maxima,Y
IL,100/300,MALE,MD,tech-support,sleeping,husband,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,4721 Cherokee Hwy,2,NO,2,2,NO,Volkswagen,Passat,N
OH,100/300,MALE,JD,farming-fishing,video-games,husband,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,8212 Flute Ridge,1,NO,1,0,NO,Jeep,Wrangler,N
IL,100/300,FEMALE,Associate,machine-op-inspct,kayaking,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,3592 MLK Ridge,3,NO,0,3,NO,Saab,93,N
OH,500/1000,FEMALE,MD,machine-op-inspct,chess,husband,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,6494 4th Ave,1,NO,0,0,NO,Volkswagen,Passat,Y
OH,100/300,FEMALE,Masters,transport-moving,polo,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,6608 Apache Lane,1,NO,2,1,YES,Ford,F150,N
OH,500/1000,MALE,MD,protective-serv,camping,wife,Parked Car,Rear Collision,Trivial Damage,Police,WV,Riverwood,1553 Lincoln St,1,NO,2,0,NO,Jeep,Grand Cherokee,N
IL,500/1000,MALE,High School,machine-op-inspct,yachting,unmarried,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,7628 4th Lane,1,YES,1,1,NO,Saab,92x,Y
OH,500/1000,MALE,Associate,sales,reading,not-in-family,Parked Car,Rear Collision,Minor Damage,None,SC,Riverwood,3028 5th St,1,YES,1,0,NO,Nissan,Ultima,N
IN,100/300,FEMALE,MD,machine-op-inspct,hiking,own-child,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,8949 Rock Hwy,1,YES,1,1,NO,Mercedes,E400,N
IL,100/300,MALE,Masters,sales,camping,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,9751 Tree St,4,YES,1,2,NO,Dodge,Neon,N
IN,100/300,MALE,Associate,exec-managerial,base-jumping,husband,Parked Car,Rear Collision,Trivial Damage,Police,WV,Northbend,4702 Texas Drive,1,NO,0,2,NO,Toyota,Camry,N
IN,250/500,FEMALE,JD,protective-serv,hiking,wife,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,2757 4th Hwy,1,NO,2,3,YES,BMW,X6,Y
IL,100/300,FEMALE,High School,craft-repair,chess,wife,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,6678 Weaver Drive,2,NO,0,2,YES,Ford,F150,Y
IN,500/1000,FEMALE,MD,machine-op-inspct,kayaking,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,8667 Weaver Lane,3,NO,2,1,NO,Chevrolet,Malibu,N
OH,500/1000,FEMALE,Associate,prof-specialty,video-games,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,4931 Maple Drive,2,NO,1,2,NO,Accura,MDX,N
OH,500/1000,MALE,Masters,transport-moving,golf,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,3808 5th Ave,1,NO,0,2,NO,Accura,MDX,N
OH,100/300,FEMALE,MD,craft-repair,dancing,husband,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,1725 Solo Lane,1,YES,1,2,NO,Mercedes,E400,Y
IL,500/1000,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,8097 Maple Lane,1,YES,0,3,YES,Toyota,Camry,N
OH,100/300,FEMALE,High School,craft-repair,chess,wife,Parked Car,Rear Collision,Trivial Damage,None,SC,Columbus,3320 5th Hwy,1,NO,0,2,YES,Chevrolet,Tahoe,Y
OH,100/300,MALE,High School,craft-repair,polo,own-child,Vehicle Theft,Rear Collision,Minor Damage,Police,WV,Hillsdale,9573 2nd Ave,1,YES,2,1,YES,Saab,95,N
IL,500/1000,MALE,Masters,craft-repair,dancing,unmarried,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,Northbend,8336 1st Ridge,1,NO,0,2,NO,Suburu,Impreza,N
OH,500/1000,FEMALE,PhD,priv-house-serv,chess,husband,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,3998 4th Hwy,3,YES,1,0,NO,Audi,A3,Y
IL,250/500,MALE,Associate,adm-clerical,video-games,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,3966 Oak Hwy,2,NO,1,1,NO,Nissan,Ultima,N
OH,500/1000,FEMALE,Masters,armed-forces,movies,husband,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,7601 Andromedia Lane,1,NO,2,3,YES,Dodge,RAM,N
OH,100/300,FEMALE,JD,other-service,base-jumping,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,5160 2nd Hwy,3,NO,0,3,NO,Suburu,Legacy,N
IL,500/1000,FEMALE,High School,exec-managerial,golf,husband,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,3288 Tree Lane,1,NO,2,0,NO,Saab,92x,N
IL,250/500,FEMALE,Masters,prof-specialty,paintball,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,5874 1st Hwy,1,NO,0,1,YES,Audi,A3,Y
IL,250/500,MALE,College,armed-forces,bungie-jumping,wife,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,6467 Best Ave,1,NO,2,2,YES,Volkswagen,Jetta,N
OH,100/300,FEMALE,MD,adm-clerical,golf,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,6309 5th Ave,3,YES,2,1,YES,Honda,CRV,N
IN,250/500,MALE,High School,exec-managerial,yachting,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,8212 Rock Ave,3,NO,2,3,NO,Dodge,Neon,N
IL,500/1000,MALE,College,craft-repair,bungie-jumping,husband,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,4107 MLK Ridge,1,NO,1,2,NO,Suburu,Forrestor,N
OH,500/1000,MALE,Associate,other-service,base-jumping,other-relative,Parked Car,Rear Collision,Trivial Damage,None,NY,Arlington,4558 3rd Hwy,1,NO,0,2,NO,Honda,CRV,N
IL,100/300,MALE,MD,tech-support,chess,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,1762 Maple Hwy,3,NO,0,2,NO,Dodge,RAM,Y
IL,100/300,FEMALE,High School,transport-moving,cross-fit,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,5532 Francis Lane,3,NO,0,2,NO,Ford,Escape,Y
IN,100/300,FEMALE,College,handlers-cleaners,board-games,husband,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6158 Sky Ridge,3,YES,1,1,NO,Jeep,Wrangler,N
OH,500/1000,MALE,College,prof-specialty,yachting,wife,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,9214 Elm Ridge,3,NO,2,1,NO,Audi,A5,Y
OH,100/300,FEMALE,High School,adm-clerical,movies,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,1833 Solo Ave,3,NO,1,3,YES,Jeep,Wrangler,N
IN,500/1000,FEMALE,High School,craft-repair,golf,other-relative,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,1953 Sky Lane,1,NO,1,3,YES,Audi,A5,N
OH,250/500,MALE,Associate,handlers-cleaners,kayaking,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,6834 1st Drive,1,YES,1,1,YES,Ford,F150,N
OH,100/300,MALE,Associate,machine-op-inspct,yachting,other-relative,Vehicle Theft,Rear Collision,Trivial Damage,Police,SC,Arlington,9562 4th Ridge,1,NO,1,3,NO,Ford,F150,N
IL,500/1000,MALE,High School,transport-moving,cross-fit,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,4835 Britain Ridge,3,NO,0,3,NO,Jeep,Grand Cherokee,Y
OH,500/1000,FEMALE,Associate,machine-op-inspct,camping,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,8548 Cherokee Ridge,1,NO,2,0,NO,Nissan,Maxima,N
IL,250/500,MALE,JD,sales,video-games,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,2352 MLK Drive,1,NO,0,3,YES,Suburu,Legacy,N
IN,100/300,MALE,College,adm-clerical,sleeping,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,9734 2nd Ridge,3,NO,0,0,NO,Jeep,Wrangler,N
OH,250/500,MALE,College,farming-fishing,skydiving,husband,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,3122 Apache Drive,1,YES,1,3,NO,Dodge,Neon,N
OH,250/500,FEMALE,PhD,armed-forces,skydiving,not-in-family,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,9816 Britain St,3,YES,1,0,NO,Honda,CRV,N
IL,100/300,FEMALE,High School,adm-clerical,reading,wife,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,8214 Flute St,3,NO,0,1,NO,Saab,95,N
OH,100/300,FEMALE,Masters,prof-specialty,paintball,wife,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,6259 Lincoln Hwy,1,NO,0,1,YES,Accura,TL,N
OH,500/1000,MALE,Associate,priv-house-serv,chess,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,4492 Andromedia Ave,1,NO,2,1,NO,Mercedes,E400,Y
IL,100/300,FEMALE,Masters,sales,paintball,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,6179 3rd Ridge,3,NO,2,2,YES,BMW,X6,Y
OH,250/500,MALE,JD,machine-op-inspct,hiking,husband,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,3799 Embaracadero Drive,1,YES,1,1,NO,Audi,A5,N
IN,500/1000,MALE,Masters,machine-op-inspct,sleeping,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,5071 1st Lane,1,NO,2,2,YES,Toyota,Camry,N
OH,500/1000,MALE,JD,transport-moving,bungie-jumping,husband,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,6574 4th Drive,3,NO,1,3,NO,Nissan,Maxima,N
IN,100/300,FEMALE,MD,craft-repair,camping,wife,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Hillsdale,2711 Britain Ave,3,NO,1,3,NO,Jeep,Wrangler,N
IL,500/1000,MALE,Masters,sales,exercise,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,4214 MLK Ridge,1,NO,0,3,NO,Ford,F150,N
IN,100/300,FEMALE,Masters,other-service,dancing,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,7976 Britain Drive,3,YES,1,0,NO,Dodge,RAM,N
IL,500/1000,FEMALE,College,farming-fishing,golf,wife,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,4995 Weaver Ridge,1,NO,0,1,NO,Dodge,Neon,N
OH,250/500,MALE,College,adm-clerical,polo,wife,Vehicle Theft,Front Collision,Trivial Damage,None,VA,Northbend,1515 Embaracadero St,1,NO,1,1,YES,Toyota,Corolla,N
IL,250/500,MALE,High School,tech-support,exercise,other-relative,Vehicle Theft,Rear Collision,Trivial Damage,Police,SC,Hillsdale,2968 Andromedia Ave,1,NO,0,2,NO,Jeep,Wrangler,N
OH,100/300,MALE,MD,adm-clerical,sleeping,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,9236 2nd Hwy,3,YES,2,0,NO,Saab,93,N
IN,500/1000,MALE,JD,other-service,paintball,husband,Parked Car,Front Collision,Trivial Damage,None,NY,Arlington,9639 Britain Ridge,1,YES,1,2,NO,Saab,93,N
IL,500/1000,FEMALE,High School,machine-op-inspct,reading,wife,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Columbus,9422 Washington Ridge,3,NO,0,2,NO,Ford,Escape,N
OH,100/300,FEMALE,Masters,farming-fishing,camping,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,1213 4th Lane,3,NO,2,2,NO,Dodge,Neon,N
IN,100/300,MALE,MD,machine-op-inspct,hiking,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,3872 5th Drive,1,NO,2,2,YES,Accura,TL,N
IL,250/500,MALE,Associate,armed-forces,polo,unmarried,Parked Car,Rear Collision,Trivial Damage,Police,NC,Springfield,9397 5th Hwy,1,YES,0,0,NO,Honda,CRV,N
OH,500/1000,MALE,JD,other-service,skydiving,other-relative,Parked Car,Front Collision,Trivial Damage,Police,SC,Northbend,8876 1st St,1,NO,0,3,NO,Volkswagen,Passat,N
OH,250/500,MALE,High School,handlers-cleaners,chess,wife,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,3397 5th Ave,4,NO,0,0,NO,Saab,92x,Y
IN,250/500,MALE,College,prof-specialty,reading,wife,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Hillsdale,3263 Pine Ridge,1,YES,1,3,NO,Accura,MDX,Y
OH,500/1000,MALE,Masters,priv-house-serv,polo,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,8639 5th Hwy,1,NO,2,0,YES,Chevrolet,Silverado,N
IN,250/500,FEMALE,High School,tech-support,golf,husband,Parked Car,Rear Collision,Trivial Damage,None,NY,Riverwood,5743 4th Ridge,1,NO,0,1,NO,Saab,92x,N
IL,250/500,MALE,JD,transport-moving,video-games,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,3555 Francis Ridge,3,NO,0,2,NO,Saab,95,N
